DIRECTORIO;HOGAR_NUMERO;PERSONA_NUMERO;P6240;P203;P203S1;P5355;P5355S1;P5355S2;P204S1;P204S2;P204S3;P204S4;P204S5;P204S6;P204S7;P204S9;P204S8;P5360;P5360S1;P5361;P5361S1;P5361S2;P272S1;P272S2;P272S3;P272S4;P272S5;P272S6;P272S7;P272S8;P5366;P5366S1;P5367;P5367S1;P5367S2;P206S1;P206S2;P206S3;P206S4;P206S5;P206S6;P206S7;P206S8;P5371;P5371S1;P5372;P5372S1;P5372S2;P207S1;P207S2;P207S3;P207S4;P207S5;P207S6;P207S7;P207S8;P5377;P5377S1;P5378S1;P5378S2;P5378S3;P5378S4;P5378S5;P5378S6;P5378S7;P5378S8;P5378S9
3079616;1;2;1;1;1300000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;3;2; ; ; ; ; ; ; ; ;1;60000;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2;2;2;2;1;2;1;2;2
3079616;1;3;1;1;1200000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;1;60000;2; ; ;1;2;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;1
3079616;1;4;1;1;900000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;1;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;1;1;2;2;2;1;2
3079617;1;1;1;1;300000;2; ; ;1;2;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;1;2;2;2;2;2;2
3079617;1;2;1;1;400000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;1;2;2;2
3079617;1;3;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;1;2;2;1;2
3079617;1;4;1;1;780000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;2;2;2;1;2;2
3079618;1;1;1;1;750000;2; ; ;1;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;1;2;2;2;2;2;2
3079618;1;2;1;1;300000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;1;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;1;1;1;2;1;2;1
3079618;1;4;1;1;780000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;1;1
3079620;1;1;1;1;2000000;1;5;1; ; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;1;1;2;2;2;2;2;1
3079620;1;2;1;1;600000;1;4;1; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;1;7000;2;1;1;2;1;2;2;2;1
3079620;1;3;1;1;1500000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;1;180000;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;1;2;1;1;1;2;2
3079620;1;4;3;2; ;1;2;1; ; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;1;1;2;1;2;2;2;1
3079621;1;1;1;1;781000;1;5;2; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2; ; ;1;1;2;2;2;2;1;2;2; ;2;2;1;2;2;2;2;2;2
3079621;1;2;1;1;320000;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2;2;1;2;1;2;2;2;2
3079621;1;3;1;1;160000;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;2;1;2;1;2;2
3079622;1;1;1;1;3500000;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;2;2;1;2;2
3079622;1;2;1;1;2000000;2; ; ;2;2;1;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;1;2;1;2;2
3079622;1;3;3;2; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;1;30000;2; ; ;1;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;1;1;2;1;2;2
3079623;1;1;3;1;200000;1;2;1; ; ; ; ; ; ; ; ; ;1;10000;1;2;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;2
3079624;1;1;1;1;4500000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079624;1;2;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2;2;2;2;1;2;2;2;2
3079624;1;3;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;1;500000;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;2;2;2
3079624;1;4;1;1;2500000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079624;1;5;1;1;1500000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079624;1;6;3;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;2;2;2
3079625;1;1;6;99; ;2; ; ;2;1;2;2;2;2;2;2;1;2; ;2; ; ;2;2;2;2;1;2;2;1;2; ;2; ; ;2;2;2;2;1;2;2;1;2; ;2; ; ;2;2;2;2;1;2;2;1;2; ;2;2;2;2;2;2;2;2;2
3079625;1;2;4;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079626;1;1;1;99; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;1;2;2;2;2;2
3079627;1;1;1;1;100000;2; ; ;2;1;2;1;2;2;1;2;2;2; ;2; ; ;2;2;2;2;1;1;2;2;2; ;2; ; ;2;2;1;2;2;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;1;1;2;2;2;2;2;2
3079627;1;2;4;2; ;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;1;1;2;2;2;1;2;2
3079627;1;3;1;1;100000;2; ; ;2;1;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;1;2;2;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;1;1;2;2;2;1;2;2
3079628;1;1;1;99; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3079628;1;2;3;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3079629;1;1;1;1;300000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;1;2000;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;2;2;1;2;2
3079630;1;1;1;1;50000;2; ; ;2;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;1;2;2;2;1;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3079631;1;1;1;1;140000;1;4;1; ; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2; ; ;2;2;1;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;1;2;2;2;1;2;2
3079631;1;2;1;1;140000;2; ; ;2;1;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;1;2;2;2;2; ;2; ; ;2;2;2;1;1;2;2;2;2; ;2; ; ;2;2;2;1;1;2;2;2;2; ;2;2;1;2;2;2;1;2;2
3079632;1;1;6;2; ;2; ; ;1;2;2;2;2;2;1;2;2;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2;2;1;2;1;2;1;2;2
3079632;1;2;4;1;150000;2; ; ;1;2;2;1;1;2;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;1;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;2;1;1;2;2; ;2;2;1;2;2;2;1;2;2
3079632;1;3;2;2; ;1;3;1; ; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;2;2;2;1;1;2
3079632;1;4;3;1;70000;2; ; ;1;1;1;1;1;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;1;1;2;1;1;2;2;2; ;2; ; ;2;2;1;2;1;1;2;2;2; ;2;2;1;2;2;2;2;2;2
3079632;1;5;4;1;30000;2; ; ;2;2;2;2;2;2;1;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;1;2;2; ;2;2;1;2;2;2;1;2;2
3079633;1;1;1;1;200000;2; ; ;2;1;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;2;2;1;2;2
3079633;1;2;1;1;180000;2; ; ;1;2;2;1;1;2;2;2;2;2; ;2; ; ;2;2;2;2;1;1;2;2;2; ;2; ; ;2;2;1;2;2;2;1;2;2; ;2; ; ;2;1;2;2;1;2;1;2;2; ;2;2;1;2;2;2;1;2;2
3079634;1;1;1;1;400000;1;5;2; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;1;2;2;2; ;2; ; ;2;2;1;2;2;2;1;2;2; ;2;1;1;2;2;2;1;2;2
3079634;1;2;4;1;200000;1;5;2; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;2;2;1;2;2;2;1;2;2
3079634;1;3;3;1;30000;1;5;2; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;2;2;1;1;2
3079635;1;1;1;1;500000;2; ; ;2;1;2;1;2;2;1;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2;1;1;2;2;2;1;2;2
3079635;1;2;4;2; ;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;1;1;2;2;2;1;1;1
3079635;1;3;3;2; ;1;2;1; ; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;1;1;1;1;2;1;1;1
3079635;1;4;3;2; ;1;3;1; ; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;1;1;2;2;2;1;1;1
3079636;1;1;1;1;800000;2; ; ;1;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2;2;1;2;2;2;2;2;2
3079636;1;2;1;1;300000;2; ; ;1;2;1;1;2;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;1;2;2;2;2;2;2
3079637;1;1;1;1;300000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3079637;1;2;3;2; ;2; ; ;2;2;1;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2;2;1;2;2;2;2;2;1
3079637;1;3;4;2; ;2; ; ;2;2;1;1;1;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;1;1;2;2;2;2;2
3079638;1;1;1;1;2600000;2; ; ;2;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;2;2;2;1;2;2
3079638;1;2;1;1;250000;2; ; ;2;1;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;1;2;2
3079638;1;3;3;2; ;2; ; ;2;2;1;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2;2;1
3079638;1;4;3;2; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;4;2; ; ; ; ; ; ; ; ;1;200000;1;5;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;2;2;1;2;1
3079639;1;1;1;1;500000;2; ; ;2;1;2;2;2;2;2;2;1;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;1;2; ;2; ; ;2;2;2;2;1;2;2;1;2; ;2;2;2;2;2;2;2;2;2
3079639;1;2;6;1;180000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;1;2;2;2;1;2;2;2;2; ;2;2;2;2;1;2;2;2;2
3079640;1;1;4;2; ;2; ; ;1;2;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;2; ;2; ; ;2;1;2;2;2;2;1;2;2; ;2;2;1;2;2;2;2;2;2
3079640;1;2;1;1;800000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3079641;1;1;1;1;750000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;1;2;2;1;2
3079641;1;2;2;2; ;1;2;2; ; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;1;20000;1;4;2; ; ; ; ; ; ; ; ;1;30000;1;3;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;1;2;2
3079641;1;3;4;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079641;1;4;1;1;1000000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3079641;1;5;3;2; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;1;1;2;2;2;1;1;1;2
3079642;1;1;1;2; ;2; ; ;2;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;4;2; ; ; ; ; ; ; ; ;2; ;1;4;2; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;2;2;2
3079642;1;2;1;1;400000;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079642;1;3;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;2;2;2;2;2;2;2;2
3079643;1;1;1;1;782000;1;5;1; ; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3079644;1;1;1;1;1200000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;1;2;1;2;2;2;2
3079644;1;2;2;2; ;2; ; ;1;2;2;2;1;2;1;2;2;2; ;2; ; ;2;1;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;1;2;2;2;1;2;2; ;2;2;1;2;2;2;2;2;2
3079645;1;1;1;1;1800000;2; ; ;2;1;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;1;2;2;2;2;2;1
3079646;1;1;1;1;1200000;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2;1;1;2;1;2;1;2;2
3079646;1;2;3;2; ;2; ; ;2;2;1;2;1;2;2;2;2;2; ;2; ; ;2;2;1;2;2;2;2;2;1;10000;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;2; ;2;1;1;2;1;2;1;2;2
3079646;1;3;3;2; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;1;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;2;1;1
3079647;1;1;1;2; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;1;2;2;2;2;2;2
3079647;1;3;2;2; ;1;2;1; ; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;2;1;2;1;1;2
3079647;1;4;4;2; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;1;5;2; ; ; ; ; ; ; ; ;2; ;2;2;1;2;2;2;2;2;2
3079647;1;5;1;2; ;2; ; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;1;2;2;2;2;2;2
3079648;1;1;1;1;2000000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3079648;1;2;1;1;800000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;2;2;2
3079648;1;3;4;2; ;2; ; ;2;2;2;2;2;1;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
3079649;1;1;4;2; ;2; ; ;2;2;1;2;2;2;2;2;2;2; ;2; ; ;1;1;2;2;2;2;1;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;1;1;2;1;2;1;2;2
3079649;1;2;2;2; ;1;4;1; ; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;1;5;1; ; ; ; ; ; ; ; ;2; ;2;1;1;2;1;2;1;2;1
3079650;1;1;1;1;1500000;1;4;1; ; ; ; ; ; ; ; ; ;2; ;1;3;1; ; ; ; ; ; ; ; ;2; ;2; ; ;1;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;1;1;2;1;2;2;2;1
3079650;1;2;3;2; ;1;3;1; ; ; ; ; ; ; ; ; ;2; ;1;4;1; ; ; ; ; ; ; ; ;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;1;1;2;1;2;2;2;2
3079651;1;1;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3079651;1;2;2;2; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3079651;1;3;1;1;1500000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;2;2
3079652;1;1;1;1;1500000;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2;2;1;2;2;2;2;2;2
3079652;1;2;4;2; ;2; ; ;2;2;2;1;2;2;2;2;2;2; ;2; ; ;2;2;2;2;1;1;2;2;2; ;2; ; ;2;2;2;2;2;2;1;2;2; ;2; ; ;2;2;2;2;2;2;2;1;2; ;2;2;2;2;2;2;2;2;2
3079653;1;1;1;1;700000;2; ; ;2;2;2;2;2;2;1;2;2;2; ;2; ; ;2;2;2;2;2;1;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2; ; ;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2;2;2;2
